generation: 3 best: -273.809 fitness: -273.809|-269.675|-84.8875|-114.887|-85.1782|-83.8858|-86.7993|-83.6805|-84.1329|-86.192|
generation: 4 best: -273.809 fitness: -273.809|-269.675|-77.5364|-84.9016|-98.1175|-83.7808|-85.1488|-86.2944|-128.62|-100.15|
generation: 5 best: -273.809 fitness: -273.809|-269.675|-84.961|-85.4912|-110.137|-85.2821|-84.3276|-101.158|-110.946|-88.8862|
generation: 6 best: -273.809 fitness: -273.809|-269.675|-117.172|-100.506|-88.0204|-85.8267|-165.137|-85.4492|-88.3732|-85.8807|
generation: 7 best: -273.809 fitness: -273.809|-269.675|-88.2851|-83.4549|-84.3091|-85.5378|-92.5185|-84.3574|-87.7891|-127.27|
generation: 8 best: -273.809 fitness: -273.809|-269.675|-85.9028|-150.811|-88.283|-88.8728|-84.9519|-88.4884|-83.6773|-86.2672|
generation: 9 best: -273.809 fitness: -273.809|-269.675|-86.7023|-88.2989|-131.745|-87.3433|-213.458|-88.0234|-121.92|-110.514|
generation: 10 best: -273.809 fitness: -273.809|-269.675|-84.1151|-82.0786|-88.066|-114.014|-89.6471|-150.896|-88.5116|-86.8191|
generation: 11 best: -278.196 fitness: -273.809|-269.675|-88.0943|-85.3371|-85.4722|-88.3578|-85.4223|-278.196|-99.0724|-83.7024|
generation: 12 best: -278.196 fitness: -278.196|-273.809|-84.094|-131.367|-85.4908|-77.0204|-246.58|-87.0968|-88.211|-104.293|
generation: 13 best: -278.196 fitness: -278.196|-273.809|-109.966|-88.2234|-106.427|-86.435|-95.4319|-82.1546|-85.812|-85.9464|
generation: 14 best: -278.196 fitness: -278.196|-273.809|-121.598|-83.5559|-167.275|-276.089|-84.2799|-85.5055|-88.1392|-108.412|
generation: 15 best: -278.196 fitness: -278.196|-276.089|-87.958|-85.2955|-127.375|-88.2028|-122.712|-81.3151|-84.4116|-84.3343|
generation: 16 best: -278.196 fitness: -278.196|-276.089|-88.4603|-83.8085|-85.87|-83.7725|-184.754|-85.6818|-72.6863|-84.1424|
generation: 17 best: -334.453 fitness: -278.196|-276.089|-91.6131|-103.038|-73.6333|-87.4653|-116.614|-73.6098|-128.853|-334.453|
generation: 18 best: -361.756 fitness: -334.453|-278.196|-94.2845|-104.82|-77.4105|-144.603|-94.552|-113.616|-361.756|-84.5437|
generation: 19 best: -361.756 fitness: -361.756|-334.453|-95.1843|-90.8827|-94.3233|-90.4628|-234.124|-70.6578|-107.16|-149.959|
generation: 20 best: -361.756 fitness: -361.756|-334.453|-72.8634|-147.31|-124.256|-128.248|-139.036|-73.7981|-86.7531|-269.722|
generation: 21 best: -361.756 fitness: -361.756|-334.453|-155.666|-84.5662|-74.1448|-73.5727|-88.3488|-77.5602|-74.9713|-156.847|
generation: 22 best: -379.43 fitness: -361.756|-334.453|-73.6864|-71.9405|-379.43|-102.469|-142.515|-97.8308|-91.748|-145.956|
generation: 23 best: -379.43 fitness: -379.43|-361.756|-98.9022|-133.307|-84.8577|-103.948|-97.9044|-84.6313|-84.2481|-85.1069|
generation: 24 best: -379.43 fitness: -379.43|-361.756|-123.009|-79.6105|-86.1788|-84.148|-84.4115|-71.2159|-83.7554|-112.531|
generation: 25 best: -379.43 fitness: -379.43|-361.756|-87.4864|-345.833|-153.096|-86.9794|-234.107|-105.757|-73.8398|-70.9038|
generation: 26 best: -379.43 fitness: -379.43|-361.756|-123.692|-111.97|-83.8718|-84.1769|-75.4046|-73.5014|-87.2812|-150.684|
generation: 27 best: -379.43 fitness: -379.43|-361.756|-71.7891|-104.302|-71.4509|-75.3148|-177.532|-160.295|-72.0293|-73.464|
generation: 28 best: -379.43 fitness: -379.43|-361.756|-123.053|-101.382|-71.2046|-71.0086|-85.1157|-72.1023|-73.7736|-104.628|
generation: 29 best: -397.727 fitness: -379.43|-361.756|-83.384|-397.727|-239.263|-84.7454|-101.096|-82.7461|-114.999|-78.8089|
generation: 30 best: -397.727 fitness: -397.727|-379.43|-171.069|-82.4529|-71.7801|-70.9928|-144.08|-86.8656|-83.5817|-220.3|
